Lines/Markers	Lines/Markers	X	X
BOPA1_5113-624	11_10733	U	0
BOPA1_5124-1707	11_10734	U	0
BOPA1_5128-1831	11_20877	U	0
BOPA1_5138-265	11_20879	7H	223284528
BOPA1_5141-240	11_20880	7H	509844383
BOPA1_5145-1355	11_10736	U	0
BOPA1_5148-1414	11_20882	6H	6140512
BOPA1_5154-117	11_20883	U	0
BOPA1_5156-737	11_20884	U	0
BOPA1_5159-579	11_20886	6H	5362408
BOPA1_5160-268	11_20887	U	0
BOPA1_5163-896	11_10741	5H	631586711
BOPA1_5183-924	11_20890	3H	398402893
BOPA1_5184-1163	11_20891	U	0
BOPA1_5187-752	11_20892	U	0
BOPA1_5194-1118	11_10744	U	0
BOPA1_5202-1199	11_20893	U	0
BOPA1_5206-787	11_20894	U	0
BOPA1_5211-1755	11_20895	2H	727211279
BOPA1_5212-1409	11_20896	U	0
BOPA1_5219-773	11_20897	U	0
BOPA1_5224-1560	11_10747	3H	590807078
BOPA1_5225-703	11_10748	U	0
BOPA1_5232-2041	11_10749	U	0
BOPA1_5233-1070	11_10750	U	0
BOPA1_5245-304	11_10751	U	0
BOPA1_5250-214	11_20903	U	0
BOPA1_5251-184	11_20904	U	0
BOPA1_5253-1318	11_10753	3H	619931777
BOPA1_5254-1845	11_20905	2H	175163828
BOPA1_5260-462	11_10754	U	0
BOPA1_5273-894	11_20906	4H	556824511
BOPA1_5283-1090	11_20908	1H	536887344
BOPA1_5284-227	11_20909	1H	520489712
BOPA1_5297-796	11_20912	1H	365007316
BOPA1_5298-828	11_10756	U	0
BOPA1_5316-739	11_20915	U	0
BOPA1_5318-436	11_10757	1H	18359684
BOPA1_5334-1533	11_20920	U	0
BOPA1_5336-400	11_20921	U	0
BOPA1_5339-487	11_20922	U	0
BOPA1_5346-1587	11_10760	1H	23815813
BOPA1_5347-585	11_20923	2H	684263618
BOPA1_5379-595	11_20929	U	0
BOPA1_5381-1950	11_10764	U	0
BOPA1_5385-722	11_20931	3H	521561360
BOPA1_5399-139	11_10767	3H	690418421
BOPA1_5402-929	11_10768	1H	406535168
BOPA1_5419-760	11_10770	U	0
BOPA1_5428-146	11_20934	U	0
BOPA1_5440-455	11_10771	U	0
BOPA1_5448-298	11_20936	U	0
BOPA1_5467-1663	11_10772	U	0
BOPA1_5475-1355	11_20939	U	0
BOPA1_5477-757	11_20940	U	0
BOPA1_5480-826	11_10773	U	0
BOPA1_5483-787	11_20943	U	0
BOPA1_5488-1097	11_20944	U	0
BOPA1_5497-661	11_20946	U	0
BOPA1_5499-1430	11_20947	U	0
BOPA1_5514-472	11_20951	U	0
BOPA1_552-188	11_10778	U	0
BOPA1_5520-925	11_20952	3H	666221523
BOPA1_5537-283	11_20955	U	0
BOPA1_5541-418	11_10780	U	0
BOPA1_5554-1971	11_10781	U	0
BOPA1_5565-1908	11_20958	U	0
BOPA1_557-1297	11_20959	U	0
BOPA1_5571-640	11_10783	U	0
BOPA1_5573-1170	11_20960	U	0
BOPA1_5591-403	11_20961	5H	405421298
BOPA1_5595-297	11_20962	U	0
BOPA1_5611-811	11_10785	U	0
BOPA1_5652-419	11_10787	U	0
BOPA1_5657-1187	11_20970	3H	259755368
BOPA1_568-1651	11_20971	1H	496660040
BOPA1_5684-601	11_20972	6H	547258865
BOPA1_5692-310	11_20974	4H	627962516
BOPA1_5695-922	11_20975	U	0
BOPA1_570-1376	11_10791	2H	750535067
BOPA1_5732-1104	11_20980	U	0
BOPA1_5754-850	11_20987	U	0
BOPA1_5757-248	11_20988	U	0
BOPA1_5759-478	11_10796	2H	192278372
BOPA1_5764-430	11_10797	7H	635305241
BOPA1_5768-469	11_10798	1H	435096952
BOPA1_5771-91	11_10799	U	0
BOPA1_5772-1176	11_20990	U	0
BOPA1_5777-354	11_20993	U	0
BOPA1_578-587	11_20996	U	0
BOPA1_5784-213	11_20994	U	0
BOPA1_5785-748	11_20995	U	0
BOPA1_5796-1189	11_20998	U	0
BOPA1_5797-777	11_20999	U	0
BOPA1_5798-867	11_21000	U	0
BOPA1_5799-578	11_21001	U	0
BOPA1_5823-1073	11_21005	2H	86580884
BOPA1_5840-659	11_21008	U	0
BOPA1_5844-1011	11_10805	U	0
BOPA1_5848-1413	11_21010	4H	512100746
BOPA1_585-342	11_21012	U	0
BOPA1_5850-2347	11_21011	5H	146141244
BOPA1_5873-880	11_21014	6H	157298700
BOPA1_5880-2547	11_21015	U	0
BOPA1_5887-615	11_21017	4H	490028803
BOPA1_5893-1285	11_21018	5H	636679883
BOPA1_5925-565	11_21024	U	0
BOPA1_5926-798	11_21025	U	0
BOPA1_5945-748	11_21027	U	0
BOPA1_5960-1302	11_10813	U	0
BOPA1_5965-1387	11_10815	U	0
BOPA1_5984-132	11_21030	U	0
BOPA1_5993-2383	11_21032	6H	9846099
BOPA1_6018-235	11_10817	U	0
BOPA1_6019-296	11_21035	U	0
BOPA1_6023-567	11_10818	U	0
BOPA1_6024-1095	11_21037	U	0
BOPA1_6026-1949	11_21038	U	0
BOPA1_603-72	11_21041	U	0
BOPA1_6035-654	11_21040	5H	221906943
BOPA1_6050-1625	11_10819	U	0
BOPA1_6069-304	11_10821	U	0
BOPA1_6081-850	11_21048	1H	19370549
BOPA1_6093-572	11_21050	7H	20020715
BOPA1_6116-709	11_21052	U	0
BOPA1_6117-1507	11_10823	2H	647456940
BOPA1_6118-595	11_21053	1H	403309609
BOPA1_6133-774	11_21056	U	0
BOPA1_6142-1544	11_21057	U	0
BOPA1_6156-1399	11_10825	3H	36786736
BOPA1_6157-1233	11_10826	U	0
BOPA1_617-167	11_10828	U	0
BOPA1_6170-304	11_21061	5H	561550904
BOPA1_6171-956	11_21062	3H	333550523
BOPA1_6172-773	11_10829	4H	579450177
BOPA1_6184-200	11_21065	U	0
BOPA1_6195-2137	11_21067	U	0
BOPA1_6201-1190	11_21068	1H	540586569
BOPA1_6205-683	11_21069	U	0
BOPA1_6208-987	11_21070	4H	18337769
BOPA1_6215-539	11_21071	U	0
BOPA1_6238-243	11_21072	U	0
BOPA1_6249-572	11_21073	4H	66861565
BOPA1_6250-1056	11_10830	U	0
BOPA1_6260-183	11_21077	5H	614629503
BOPA1_6280-1098	11_21078	U	0
BOPA1_6302-250	11_21083	U	0
BOPA1_6315-914	11_10834	U	0
BOPA1_6326-1032	11_21087	4H	526929258
BOPA1_6328-736	11_21088	U	0
BOPA1_6338-682	11_10837	2H	51957324
BOPA1_6354-1193	11_21093	3H	76088289
BOPA1_6364-645	11_10839	U	0
BOPA1_6367-453	11_10840	U	0
BOPA1_6382-396	11_21095	1H	37694302
BOPA1_6384-866	11_21096	U	0
BOPA1_6394-944	11_10841	7H	14802282
BOPA1_6402-691	11_10842	U	0
BOPA1_6419-1680	11_21099	U	0
BOPA1_6433-124	11_10843	7H	642028895
BOPA1_6450-755	11_10845	5H	605405791
BOPA1_6460-355	11_21101	U	0
BOPA1_6464-1115	11_10846	4H	563098102
BOPA1_6468-770	11_21103	7H	582767743
BOPA1_6470-1005	11_21104	U	0
BOPA1_6487-1315	11_10848	U	0
BOPA1_6489-465	11_21108	U	0
BOPA1_6491-295	11_21109	U	0
BOPA1_65-778	11_21121	U	0
BOPA1_6510-1430	11_21110	2H	581251463
BOPA1_6517-602	11_10851	U	0
BOPA1_6519-812	11_21111	4H	623900388
BOPA1_6523-1691	11_21112	6H	578734148
BOPA1_6541-1329	11_10853	U	0
BOPA1_6547-1363	11_10854	1H	533708596
BOPA1_6553-328	11_10855	U	0
BOPA1_6571-649	11_10856	U	0
BOPA1_6573-369	11_21120	U	0
BOPA1_6593-185	11_21124	U	0
BOPA1_6628-1302	11_10861	U	0
BOPA1_6634-263	11_10863	3H	39453881
BOPA1_6652-209	11_21125	U	0
BOPA1_6655-978	11_21126	U	0
BOPA1_6681-314	11_21129	3H	201162978
BOPA1_6714-579	11_21133	U	0
BOPA1_6716-823	11_10867	3H	633641840
BOPA1_6719-1166	11_10868	U	0
BOPA1_6720-641	11_21134	1H	39019703
BOPA1_6736-452	11_10870	U	0
BOPA1_6752-1013	11_21136	2H	664081447
BOPA1_6761-490	11_21138	U	0
BOPA1_677-411	11_21140	U	0
BOPA1_678-310	11_21142	2H	729751285
BOPA1_6781-1073	11_21141	5H	650559496
BOPA1_6792-1945	11_10873	1H	14374682
BOPA1_6804-1197	11_21144	U	0
BOPA1_6805-1110	11_21145	3H	44250535
BOPA1_6818-411	11_21147	U	0
BOPA1_682-767	11_10876	U	0
BOPA1_6833-658	11_21150	U	0
BOPA1_6841-637	11_21151	4H	599525496
BOPA1_6846-1161	11_21153	2H	53709229
BOPA1_6851-867	11_21155	5H	659838844
BOPA1_6854-309	11_21158	U	0
BOPA1_6868-595	11_21160	7H	634620797
BOPA1_6871-945	11_21161	3H	617523850
BOPA1_6873-531	11_21162	U	0
BOPA1_6911-866	11_21166	2H	579380380
BOPA1_6913-1235	11_21168	U	0
BOPA1_6941-1330	11_21173	U	0
BOPA1_6949-895	11_21174	1H	7137635
BOPA1_6951-875	11_21175	2H	677845247
BOPA1_6954-861	11_10881	4H	471656963
BOPA1_6970-462	11_21177	U	0
BOPA1_6975-1101	11_21178	U	0
BOPA1_6996-838	11_21184	2H	698444137
BOPA1_7032-201	11_21187	U	0
BOPA1_7044-705	11_10886	U	0
BOPA1_7045-950	11_21189	3H	64618663
BOPA1_7069-1149	11_21191	U	52769203
BOPA1_7090-1260	11_21193	1H	324191509
BOPA1_7125-585	11_21197	U	0
BOPA1_713-972	11_10890	U	0
BOPA1_7140-595	11_21200	U	0
BOPA1_7144-973	11_10891	U	0
BOPA1_7149-975	11_21201	U	0
BOPA1_7153-338	11_21202	5H	4183705
BOPA1_7167-466	11_21203	U	0
BOPA1_7169-713	11_10893	U	0
BOPA1_7174-365	11_10895	U	0
BOPA1_7180-778	11_10896	U	0
BOPA1_7185-370	11_21204	6H	7923837
BOPA1_7187-382	11_21205	U	0
BOPA1_7207-696	11_21207	U	0
BOPA1_7216-297	11_21209	U	0
BOPA1_7221-766	11_21210	U	0
BOPA1_7236-1384	11_10900	2H	687072769
BOPA1_7241-553	11_21212	3H	617339425
BOPA1_7276-942	11_21215	U	0
BOPA1_7282-1386	11_21216	6H	326574538
BOPA1_7284-710	11_21217	U	0
BOPA1_7299-183	11_21219	U	0
BOPA1_7302-240	11_21220	U	0
BOPA1_7337-388	11_10901	5H	629115072
BOPA1_7342-535	11_10902	5H	631203604
BOPA1_7356-1241	11_21223	U	0
BOPA1_7361-937	11_21224	U	0
BOPA1_7372-1253	11_21226	1H	7228966
BOPA1_7381-1292	11_10903	1H	545323191
BOPA1_7385-763	11_21228	U	0
BOPA1_7397-854	11_21229	7H	628369772
BOPA1_7487-390	11_21238	2H	702094708
BOPA1_7489-442	11_10909	U	0
BOPA1_7504-485	11_21239	U	0
BOPA1_7523-440	11_21241	5H	600459885
BOPA1_7527-1618	11_10911	1H	536146950
BOPA1_7549-782	11_21242	U	0
BOPA1_7550-562	11_21243	4H	618502745
BOPA1_7559-350	11_10913	5H	231082339
BOPA1_7560-538	11_10914	4H	511791369
BOPA1_7576-818	11_10916	U	0
BOPA1_76-1059	11_10918	3H	630722599
BOPA1_7623-818	11_10919	2H	52014030
BOPA1_7639-122	11_21247	U	0
BOPA1_7655-579	11_21250	U	0
BOPA1_7660-476	11_21251	2H	615045226
BOPA1_7691-679	11_21254	4H	76591117
BOPA1_7706-924	11_21256	6H	509626192
BOPA1_7712-674	11_10924	U	0
BOPA1_7716-721	11_10925	3H	411949429
BOPA1_7728-341	11_10926	U	0
BOPA1_7729-565	11_21258	2H	610741736
BOPA1_7747-1056	11_21261	U	0
BOPA1_7782-410	11_21267	3H	687549675
BOPA1_78-1073	11_21271	6H	560160262
BOPA1_7800-594	11_10933	1H	381326003
BOPA1_7803-483	11_10935	3H	678512385
BOPA1_7818-967	11_21272	U	0
BOPA1_7822-1474	11_21273	4H	526354949
BOPA1_7826-869	11_21274	U	0
BOPA1_7848-441	11_10939	U	0
BOPA1_788-842	11_10942	U	0
BOPA1_7932-687	11_21286	U	0
BOPA1_7942-948	11_10946	4H	469625104
BOPA1_7959-829	11_10947	2H	267303750
BOPA1_7970-387	11_10949	U	0
BOPA1_800-1091	11_21291	U	0
BOPA1_8005-914	11_21293	6H	471353908
BOPA1_8020-87	11_21294	U	0
BOPA1_8034-315	11_21296	4H	526146943
BOPA1_8037-282	11_21297	U	0
BOPA1_8048-952	11_21298	6H	465306312
BOPA1_8065-1203	11_10952	2H	631976772
BOPA1_8097-658	11_21302	U	0
BOPA1_810-818	11_10954	U	0
BOPA1_8122-734	11_21303	U	0
BOPA1_8142-676	11_10956	U	0
BOPA1_816-265	11_21304	U	0
BOPA1_8166-525	11_10957	U	0
BOPA1_8180-450	11_21305	U	0
BOPA1_8200-978	11_21307	7H	4122880
BOPA1_8220-1223	11_21310	6H	441812706
BOPA1_8224-561	11_21312	1H	355284988
BOPA1_8258-330	11_21314	U	0
BOPA1_828-545	11_10962	U	0
BOPA1_8293-202	11_21315	U	0
BOPA1_832-1040	11_10964	U	0
BOPA1_8320-955	11_21318	U	0
BOPA1_8344-444	11_21321	U	0
BOPA1_8365-454	11_10965	7H	26447530
BOPA1_8377-1022	11_21324	5H	14016590
BOPA1_8383-349	11_10966	3H	416613563
BOPA1_8388-578	11_21325	5H	591634038
BOPA1_8390-328	11_21326	U	0
BOPA1_8444-948	11_10971	7H	629696
BOPA1_8463-466	11_21332	4H	585756306
BOPA1_8486-1964	11_21333	1H	407009083
BOPA1_8491-1138	11_21335	U	0
BOPA1_8504-785	11_10978	U	0
BOPA1_851-804	11_21339	U	0
BOPA1_8523-316	11_21340	U	0
BOPA1_8561-968	11_21344	U	0
BOPA1_8582-772	11_10983	7H	167862263
BOPA1_861-268	11_21348	U	0
BOPA1_8613-278	11_10985	U	0
BOPA1_8631-469	11_21350	U	0
BOPA1_8632-1809	11_21351	U	0
BOPA1_864-594	11_10987	2H	38600279
BOPA1_8653-475	11_21353	4H	584557316
BOPA1_866-442	11_10988	U	0
BOPA1_8670-388	11_21354	1H	979435
BOPA1_868-675	11_10989	U	0
BOPA1_8682-406	11_21355	U	0
BOPA1_8717-244	11_21357	U	0
BOPA1_8722-512	11_21358	U	0
BOPA1_8724-1282	11_21359	U	0
BOPA1_8743-197	11_21361	U	0
BOPA1_8752-523	11_21362	3H	694560962
BOPA1_8758-564	11_21363	U	0
BOPA1_8785-443	11_21365	U	0
BOPA1_8787-1459	11_21366	U	0
BOPA1_8817-798	11_21370	2H	718628790
BOPA1_885-104	11_10994	U	0
BOPA1_8852-318	11_10995	U	0
BOPA1_8867-459	11_21373	U	0
BOPA1_887-736	11_10996	U	0
BOPA1_8889-842	11_10997	2H	132767421
BOPA1_8901-1446	11_21374	U	0
BOPA1_8930-370	11_21377	2H	11188932
BOPA1_8984-579	11_21381	U	0
BOPA1_9018-522	11_11002	U	0
BOPA1_9022-543	11_21384	U	0
BOPA1_9027-454	11_21385	U	0
BOPA1_9084-713	11_21390	U	0
BOPA1_9100-978	11_21391	5H	24948895
BOPA1_9105-497	11_21392	U	0
BOPA1_9137-1106	11_21395	U	0
BOPA1_9149-1316	11_11004	U	0
BOPA1_918-480	11_21398	U	0
BOPA1_9191-263	11_21399	2H	534370798
BOPA1_9209-298	11_21401	U	0
BOPA1_921-414	11_21402	U	0
BOPA1_9251-852	11_21404	6H	530731514
BOPA1_9282-205	11_21405	U	0
BOPA1_9291-1322	11_21406	2H	718210885
BOPA1_93-413	11_11012	U	0
BOPA1_952-1301	11_21418	U	0
BOPA1_954-1377	11_11019	U	0
BOPA1_956-473	11_21421	U	0
BOPA1_9561-168	11_21419	U	0
BOPA1_9566-1214	11_21422	5H	586618600
BOPA1_9618-372	11_21428	U	0
BOPA1_963-386	11_11021	U	0
BOPA1_9658-234	11_21435	3H	401710570
BOPA1_9668-422	11_21436	2H	749741789
BOPA1_9672-758	11_21437	U	0
BOPA1_9683-140	11_21438	U	0
BOPA1_9701-925	11_21440	U	0
BOPA1_971-682	11_11024	U	0
BOPA1_9728-1098	11_21443	U	0
BOPA1_9745-628	11_21445	U	0
BOPA1_9757-582	11_21446	1H	508567720
BOPA1_9766-787	11_21447	U	0
BOPA1_977-1377	11_21448	U	0
BOPA1_9820-455	11_11028	7H	109383022
BOPA1_984-583	11_11031	U	0
BOPA1_9864-225	11_21452	U	0
BOPA1_9910-427	11_21453	U	0
BOPA1_ABC00875-1-3-436	11_11038	1H	544586370
BOPA1_ABC01247-1-1-92	11_11042	4H	420743634
BOPA1_ABC01334-1-1-55	11_11043	2H	701937431
BOPA1_ABC01644-1-3-379	11_11046	2H	205975238
BOPA1_ABC01741-1-4-299	11_11048	5H	12380644
BOPA1_ABC01899-1-1-301	11_11054	2H	91940117
BOPA1_ABC02258-1-6-382	11_11058	U	0
BOPA1_ABC02895-1-4-231	11_11067	6H	404560107
BOPA1_ABC03113-1-1-251	11_11071	5H	606531778
BOPA1_ABC03181-1-1-164	11_11072	2H	570919247
BOPA1_ABC03253-1-2-279	11_11073	U	0
BOPA1_ABC03519-1-3-132	11_21467	6H	570675743
BOPA1_ABC03900-1-2-406	11_11080	5H	598917589
BOPA1_ABC03951-1-3-383	11_21469	6H	498089634
BOPA1_ABC04214-1-2-360	11_11086	3H	219956193
BOPA1_ABC04322-1-3-208	11_11090	5H	595217199
BOPA1_ABC04352-pHv108-01	11_11092	U	0
BOPA1_ABC04375-1-1-173	11_21472	3H	364646768
BOPA1_ABC04676-1-1-59	11_21473	6H	126212416
BOPA1_ABC04725-1-1-254	11_11097	6H	47978634
BOPA1_ABC04803-1-1-392	11_11098	7H	98043395
BOPA1_ABC04826-1-1-174	11_11099	3H	226364211
BOPA1_ABC04861-2-1-334	11_11100	U	0
BOPA1_ABC04893-1-1-248	11_11101	2H	224821659
BOPA1_ABC05061-1-1-159	11_11105	1H	551573705
BOPA1_ABC05369-1-3-231	11_11114	4H	459813388
BOPA1_ABC05640-1-1-248	11_11118	2H	702542345
BOPA1_ABC05818-1-2-271	11_11122	U	0
BOPA1_ABC05852-1-2-658	11_11124	3H	354288728
BOPA1_ABC05866-1-1-311	11_11125	3H	402907880
BOPA1_ABC05926-1-1-51	11_11128	U	0
BOPA1_ABC06091-1-1-187	11_11133	2H	185517764
BOPA1_ABC06144-pHv86-01	11_21480	U	0
BOPA1_ABC06247-1-1-122	11_21481	4H	500201395
BOPA1_ABC06381-1-5-73	11_11141	U	0
BOPA1_ABC06618-1-2-314	11_11145	7H	410017106
BOPA1_ABC06682-1-1-311	11_11147	6H	536786820
BOPA1_ABC07133-1-1-56	11_11162	1H	114814613
BOPA1_ABC07496-pHv1343-02	11_11172	3H	632247045
BOPA1_ABC07631-1-1-83	11_11180	4H	37600794
BOPA1_ABC07987-1-6-270	11_11185	5H	629948107
BOPA1_ABC08009-1-2-304	11_11186	U	0
BOPA1_ABC08038-1-3-160	11_11187	U	0
BOPA1_ABC08184-2-1-35	11_11191	3H	504750874
BOPA1_ABC08260-1-1-108	11_11196	3H	640357048
BOPA1_ABC08327-1-1-353	11_11198	U	0
BOPA1_ABC08396-1-4-120	11_11199	U	0
BOPA1_ABC08402-1-2-97	11_11200	U	0
BOPA1_ABC08769-1-1-205	11_11205	6H	91401417
BOPA1_ABC08774-1-1-752	11_11206	2H	508786535
BOPA1_ABC08788-1-1-329	11_11207	4H	529292786
BOPA1_ABC09016-2-2-348	11_11211	2H	393522056
BOPA1_ABC09154-1-1-250	11_11213	4H	600035002
BOPA1_ABC09320-1-1-112	11_11219	7H	440745793
BOPA1_ABC09365-1-3-378	11_11221	U	0
BOPA1_ABC09375-pHv500-02	11_11222	7H	7465605
BOPA1_ABC09432-1-1-160	11_11224	4H	560337783
BOPA1_ABC09559-1-2-143	11_11227	U	0
BOPA1_ABC09941-1-1-100	11_11236	2H	705262924
BOPA1_ABC10040-1-1-238	11_11239	7H	501750469
BOPA1_ABC10045-1-1-164	11_11240	U	69784262
BOPA1_ABC10084-1-2-363	11_11241	3H	538660122
BOPA1_ABC10197-1-1-101	11_11243	7H	623438216
BOPA1_ABC10265-sfp25-01	11_11246	U	0
BOPA1_ABC10472-1-2-247	11_11250	U	0
BOPA1_ABC10632-1-2-132	11_21493	3H	612888418
BOPA1_ABC10636-1-4-285	11_11256	1H	390692993
BOPA1_ABC10667-1-1-288	11_11258	3H	198409081
BOPA1_ABC10705-1-1-263	11_11260	5H	349702859
BOPA1_ABC10785-1-1-82	11_11262	2H	737639570
BOPA1_ABC11028-1-1-64	11_21495	3H	611781404
BOPA1_ABC11221-1-3-410	11_11273	5H	563474890
BOPA1_ABC11252-1-2-254	11_11275	7H	645922088
BOPA1_ABC11278-1-1-76	11_11276	3H	556568088
BOPA1_ABC11290-sfp44-06	11_11277	U	0
BOPA1_ABC11529-1-1-295	11_11281	U	0
BOPA1_ABC11783-1-1-99	11_11283	3H	367856122
BOPA1_ABC11913-1-1-104	11_11287	U	0
BOPA1_ABC11989-1-2-148	11_11291	7H	413462047
BOPA1_ABC12093-1-2-231	11_11292	4H	620339345
BOPA1_ABC12199-1-1-25	11_11293	1H	57232996
BOPA1_ABC12239-1-1-316	11_11294	6H	545956735
BOPA1_ABC12417-1-1-46	11_11299	4H	632171834
BOPA1_ABC12560-1-1-421	11_11302	2H	96162710
BOPA1_ABC12856-1-1-77	11_11307	2H	678192598
BOPA1_ABC13045-1-1-226	11_11312	6H	228201719
BOPA1_ABC13107-1-3-299	11_11314	U	0
BOPA1_ABC13480-1-7-313	11_11320	3H	692191157
BOPA1_ABC13569-1-1-107	11_11323	2H	692056623
BOPA1_ABC13652-1-2-156	11_11326	U	0
BOPA1_ABC13678-1-2-369	11_11328	3H	653294646
BOPA1_ABC13717-1-1-328	11_11329	6H	501893905
BOPA1_ABC13753-1-2-167	11_11330	3H	628031126
BOPA1_ABC14026-1-2-168	11_11332	4H	420308348
BOPA1_ABC14148-1-1-177	11_11336	1H	261773377
BOPA1_ABC14167-1-2-250	11_11337	3H	373635443
BOPA1_ABC14397-1-2-208	11_11343	7H	573239658
BOPA1_ABC14535-1-1-75	11_11348	7H	93153521
BOPA1_ABC14687-1-4-344	11_11349	6H	506921781
BOPA1_ABC14689-1-9-399	11_11350	U	0
BOPA1_ABC14818-1-1-296	11_11352	7H	415119732
BOPA1_ABC14943-1-2-466	11_11354	2H	248552877
BOPA1_ABC14990-1-1-126	11_11355	5H	527152265
BOPA1_ABC15290-1-3-262	11_21505	3H	580635994
BOPA1_ABC15617-1-3-265	11_11361	5H	559673257
BOPA1_ABC16075-2-2-232	11_11364	U	0
BOPA1_ABC16273-1-1-48	11_11367	1H	461402972
BOPA1_ABC17073-1-1-298	11_11375	5H	591828836
BOPA1_ABC17086-1-9-254	11_21507	U	0
BOPA1_ABC17685-1-4-365	11_11384	2H	491105224
BOPA1_ABC17741-1-2-493	11_21508	5H	315391748
BOPA1_ABC18582-1-2-417	11_21511	3H	447516463
BOPA1_ABC18746-1-2-109	11_21513	3H	615642170
BOPA1_ABC19175-1-2-375	11_11394	3H	520181223
BOPA1_ABC20090-1-1-275	11_11398	4H	602782627
BOPA1_ABC20402-1-3-298	11_11400	U	0
BOPA1_ABC22343-1-1-120	11_11402	2H	624194869
BOPA1_ABC24906-1-1-279	11_11405	4H	54542552
BOPA1_ABC25019-1-8-280	11_11406	U	0
BOPA1_ABC36454-pHv2499-01	11_11410	U	0
BOPA1_ABC38781-pHv2346-01	11_11411	U	0
BOPA1_ConsensusGBS0010-2	11_11431	4H	546808812
BOPA1_ConsensusGBS0019-1	11_11432	5H	50388254
BOPA1_ConsensusGBS0033-1	11_11435	2H	636292482
BOPA1_ConsensusGBS0038-2	11_11436	3H	673608563
BOPA1_ConsensusGBS0084-1	11_11440	7H	642430202
BOPA1_ConsensusGBS0086-5	11_11441	5H	617104132
BOPA1_ConsensusGBS0132-4	11_11445	7H	505361481
BOPA1_ConsensusGBS0194-1	11_11453	3H	3691178
BOPA1_ConsensusGBS0241-3	11_11459	6H	509042302
BOPA1_ConsensusGBS0250-2	11_11461	U	0
BOPA1_ConsensusGBS0271-2	11_21523	U	0
BOPA1_ConsensusGBS0286-1	11_11469	U	0
BOPA1_ConsensusGBS0304-1	11_11473	5H	547115792
BOPA1_ConsensusGBS0342-1	11_11478	1H	88883076
BOPA1_ConsensusGBS0346-1	11_11479	U	0
BOPA1_ConsensusGBS0348-2	11_11480	2H	692437768
BOPA1_ConsensusGBS0356-1	11_21528	7H	49445658
BOPA1_ConsensusGBS0361-5	11_11481	U	0
BOPA1_ConsensusGBS0369-1	11_11483	6H	464858513
BOPA1_ConsensusGBS0371-2	11_11484	1H	349489471
BOPA1_ConsensusGBS0379-1	11_11486	2H	718986428
BOPA1_ConsensusGBS0388-1	11_11488	6H	576407817
BOPA1_ConsensusGBS0390-11	11_11489	5H	648004337
BOPA1_ConsensusGBS0397-16	11_11490	U	0
BOPA1_ConsensusGBS0446-1	11_11495	7H	10416399
BOPA1_ConsensusGBS0451-1	11_11497	5H	626697338
BOPA1_ConsensusGBS0461-3	11_11500	U	0
BOPA1_ConsensusGBS0471-1	11_11501	3H	267704766
BOPA1_ConsensusGBS0508-1	11_11502	3H	186950158
BOPA1_ConsensusGBS0510-2	11_11503	3H	621816542
BOPA1_ConsensusGBS0524-2	11_11505	2H	74603709
BOPA1_ConsensusGBS0527-5	11_11506	5H	363522847
BOPA1_ConsensusGBS0531-1	11_11507	5H	585152195
BOPA1_ConsensusGBS0554-4	11_11509	U	0
BOPA1_ConsensusGBS0589-1	11_11513	4H	574543534
BOPA1_ConsensusGBS0632-3	11_11516	3H	688380435
BOPA1_ConsensusGBS0644-2	11_21534	4H	635065146
BOPA1_ConsensusGBS0654-4	11_21536	5H	370703428
BOPA1_ConsensusGBS0687-3	11_11528	U	0
BOPA1_ConsensusGBS0697-1	11_11530	3H	378660028
BOPA1_ConsensusGBS0704-2	11_11532	5H	605593116
BOPA1_ConsensusGBS0705-1	11_11533	2H	655112436
BOPA2_12_10014	12_10014	3H	685402325
BOPA2_12_10016	12_10016	5H	624444586
BOPA2_12_10022	12_10022	U	0
BOPA2_12_10032	12_10032	4H	633842683
BOPA2_12_10034	12_10034	U	0
BOPA2_12_10035	12_10035	U	0
BOPA2_12_10036	12_10036	7H	1867224
BOPA2_12_10051	12_10051	6H	571854717
BOPA2_12_10053	12_10053	4H	545849337
BOPA2_12_10063	12_10063	4H	35787185
BOPA2_12_10071	12_10071	6H	571463205
BOPA2_12_10077	12_10077	5H	556603185
BOPA2_12_10088	12_10088	4H	494330606
BOPA2_12_10099	12_10099	2H	253188606
BOPA2_12_10100	12_10100	3H	621113619
BOPA2_12_10103	12_10103	U	0
BOPA2_12_10105	12_10105	U	0
BOPA2_12_10114	12_10114	3H	39504125
BOPA2_12_10122	12_10122	3H	650644517
BOPA2_12_10125	12_10125	7H	489497799
BOPA2_12_10134	12_10134	U	0
BOPA2_12_10149	12_10149	1H	525014395
BOPA2_12_10151	12_10151	2H	728830503
BOPA2_12_10156	12_10156	2H	83591290
BOPA2_12_10159	12_10159	U	0
BOPA2_12_10166	12_10166	U	0
BOPA2_12_10170	12_10170	4H	586907514
BOPA2_12_10171	12_10171	4H	30754735
BOPA2_12_10173	12_10173	3H	3865263
BOPA2_12_10179	12_10179	5H	594976840
BOPA2_12_10181	12_10181	U	0
BOPA2_12_10188	12_10188	3H	638688049
BOPA2_12_10198	12_10198	1H	401043822
BOPA2_12_10199	12_10199	6H	66485252
BOPA2_12_10201	12_10201	1H	428364193
BOPA2_12_10203	12_10203	U	0
BOPA2_12_10205	12_10205	3H	643457422
BOPA2_12_10206	12_10206	U	0
BOPA2_12_10207	12_10207	1H	540810200
BOPA2_12_10210	12_10210	U	0
